Neighbourhood,Neighbourhood Number,Question Type,Characteristic,Year,Value,Ward
Hillview,6300,Persons in private households,Married spouses or common-law partners,2021,1455,Karhiio Ward
Hillview,6300,Persons in private households,Parents in one-parent families,2021,210,Karhiio Ward
Hillview,6300,Persons in private households,Children,2021,1080,Karhiio Ward
Hillview,6300,Persons in private households,Children in a two-parent family,2021,725,Karhiio Ward
Hillview,6300,Persons in private households,Children in a one-parent family,2021,355,Karhiio Ward
Hillview,6300,Persons in private households,Persons not in census families,2021,630,Karhiio Ward
Hillview,6300,Persons in private households,Persons not in census families - Living alone,2021,325,Karhiio Ward
Hillview,6300,Persons in private households,Persons not in census families - Living with other relatives,2021,155,Karhiio Ward
Hillview,6300,Persons in private households,Persons not in census families - Living with non-relatives only,2021,150,Karhiio Ward
Hillview,6300,Household type,One-census-family households without additional persons,2021,815,Karhiio Ward
Hillview,6300,Household type,Couple-family households,2021,650,Karhiio Ward
Hillview,6300,Household type,Couple-family households with children,2021,345,Karhiio Ward
Hillview,6300,Household type,Couple-family households without children,2021,310,Karhiio Ward
Hillview,6300,Household type,One-parent-family households,2021,165,Karhiio Ward
Hillview,6300,Household type,Multigenerational households,2021,40,Karhiio Ward
Hillview,6300,Household type,Multiple-census-family households,2021,5,Karhiio Ward
Hillview,6300,Household type,One-census-family households with additional persons,2021,55,Karhiio Ward
Hillview,6300,Household type,Two-or-more-person non-census-family households,2021,85,Karhiio Ward
Hillview,6300,Household type,One-person households,2021,330,Karhiio Ward
Hodgson,5620,Household size,1 person,2021,195,pihêsiwin Ward
Hodgson,5620,Household size,2 persons,2021,285,pihêsiwin Ward
Hodgson,5620,Household size,3 persons,2021,170,pihêsiwin Ward
Hodgson,5620,Household size,4 persons,2021,170,pihêsiwin Ward
Hodgson,5620,Household size,5 or more persons,2021,120,pihêsiwin Ward
Hodgson,5620,Household size,Average household size,2021,3,pihêsiwin Ward
Hodgson,5620,Number of persons in private households,Number of persons in private households,2021,2625,pihêsiwin Ward
Hodgson,5620,Marital status,Married or living common-law,2021,1390,pihêsiwin Ward
Hodgson,5620,Marital status,Married,2021,1325,pihêsiwin Ward
Hodgson,5620,Marital status,Living common-law,2021,65,pihêsiwin Ward
Hodgson,5620,Marital status,Living common law - Never married,2021,45,pihêsiwin Ward
Hodgson,5620,Marital status,Living common law - Separated,2021,5,pihêsiwin Ward
Hodgson,5620,Marital status,Living common law - Divorced,2021,20,pihêsiwin Ward
Hodgson,5620,Marital status,Living common law - Widowed,2021,0,pihêsiwin Ward
Hodgson,5620,Marital status,Not married and not living common-law,2021,845,pihêsiwin Ward
Hodgson,5620,Marital status,Not married and not living common law - Never married,2021,610,pihêsiwin Ward
Hodgson,5620,Marital status,Not married and not living common law - Separated,2021,40,pihêsiwin Ward
Hodgson,5620,Marital status,Not married and not living common law - Divorced,2021,100,pihêsiwin Ward
Hodgson,5620,Marital status,Not married and not living common law - Widowed,2021,95,pihêsiwin Ward
Hodgson,5620,Family size,2 persons,2021,320,pihêsiwin Ward
Hodgson,5620,Family size,3 persons,2021,180,pihêsiwin Ward
Hodgson,5620,Family size,4 persons,2021,190,pihêsiwin Ward
Hodgson,5620,Family size,5 or more persons,2021,75,pihêsiwin Ward
Hodgson,5620,Family size,Average size of census families,2021,3,pihêsiwin Ward
Hodgson,5620,Family size,Average number of children in census families with children,2021,2,pihêsiwin Ward
Hodgson,5620,Census families in private households,Total couple families,2021,685,pihêsiwin Ward
Hodgson,5620,Census families in private households,Married couples,2021,650,pihêsiwin Ward
Hodgson,5620,Census families in private households,Married couples with children,2021,400,pihêsiwin Ward
Hudson,3480,Household type,Couple-family households,2021,495,Anirniq Ward
Hodgson,5620,Census families in private households,Married couples without children,2021,250,pihêsiwin Ward
Hodgson,5620,Census families in private households,Common-law couples,2021,35,pihêsiwin Ward
Hodgson,5620,Census families in private households,Common-law couples with children,2021,10,pihêsiwin Ward
Hodgson,5620,Census families in private households,Common-law couples without children,2021,20,pihêsiwin Ward
Hodgson,5620,Census families in private households,Total one-parent families,2021,80,pihêsiwin Ward
Hodgson,5620,Census families in private households,One-parent families in which the parent is a woman+,2021,60,pihêsiwin Ward
Hodgson,5620,Census families in private households,One-parent families in which the parent is a man+,2021,15,pihêsiwin Ward
Hodgson,5620,Persons in private households,Married spouses or common-law partners,2021,1365,pihêsiwin Ward
Hodgson,5620,Persons in private households,Parents in one-parent families,2021,80,pihêsiwin Ward
Hodgson,5620,Persons in private households,Children,2021,875,pihêsiwin Ward
Hodgson,5620,Persons in private households,Children in a two-parent family,2021,755,pihêsiwin Ward
Hodgson,5620,Persons in private households,Children in a one-parent family,2021,115,pihêsiwin Ward
Hodgson,5620,Persons in private households,Persons not in census families,2021,315,pihêsiwin Ward
Hodgson,5620,Persons in private households,Persons not in census families - Living alone,2021,195,pihêsiwin Ward
Kameyosek,6340,Household type,Multigenerational households,2021,30,Karhiio Ward
Hodgson,5620,Persons in private households,Persons not in census families - Living with other relatives,2021,70,pihêsiwin Ward
Hodgson,5620,Persons in private households,Persons not in census families - Living with non-relatives only,2021,50,pihêsiwin Ward
Hodgson,5620,Household type,One-census-family households without additional persons,2021,645,pihêsiwin Ward
Hodgson,5620,Household type,Couple-family households,2021,580,pihêsiwin Ward
Hodgson,5620,Household type,Couple-family households with children,2021,350,pihêsiwin Ward
Hodgson,5620,Household type,Couple-family households without children,2021,235,pihêsiwin Ward
Hodgson,5620,Household type,One-parent-family households,2021,60,pihêsiwin Ward
Hodgson,5620,Household type,Multigenerational households,2021,55,pihêsiwin Ward
Hodgson,5620,Household type,Multiple-census-family households,2021,5,pihêsiwin Ward
Hodgson,5620,Household type,One-census-family households with additional persons,2021,20,pihêsiwin Ward
Hodgson,5620,Household type,Two-or-more-person non-census-family households,2021,20,pihêsiwin Ward
Hodgson,5620,Household type,One-person households,2021,195,pihêsiwin Ward
Hollick-Kenyon,2340,Household size,1 person,2021,380,Dene Ward
Hollick-Kenyon,2340,Household size,2 persons,2021,615,Dene Ward
Hollick-Kenyon,2340,Household size,3 persons,2021,415,Dene Ward
Hollick-Kenyon,2340,Household size,4 persons,2021,405,Dene Ward
Hollick-Kenyon,2340,Household size,5 or more persons,2021,350,Dene Ward
Hollick-Kenyon,2340,Household size,Average household size,2021,3,Dene Ward
Hollick-Kenyon,2340,Number of persons in private households,Number of persons in private households,2021,6450,Dene Ward
Hollick-Kenyon,2340,Marital status,Married or living common-law,2021,2995,Dene Ward
Hollick-Kenyon,2340,Marital status,Married,2021,2635,Dene Ward
Hollick-Kenyon,2340,Marital status,Living common-law,2021,350,Dene Ward
Hollick-Kenyon,2340,Marital status,Living common law - Never married,2021,270,Dene Ward
Hollick-Kenyon,2340,Marital status,Living common law - Separated,2021,10,Dene Ward
Hollick-Kenyon,2340,Marital status,Living common law - Divorced,2021,60,Dene Ward
Hollick-Kenyon,2340,Marital status,Living common law - Widowed,2021,5,Dene Ward
Hollick-Kenyon,2340,Marital status,Not married and not living common-law,2021,2085,Dene Ward
Hollick-Kenyon,2340,Marital status,Not married and not living common law - Never married,2021,1545,Dene Ward
Hollick-Kenyon,2340,Marital status,Not married and not living common law - Separated,2021,130,Dene Ward
Hollick-Kenyon,2340,Marital status,Not married and not living common law - Divorced,2021,250,Dene Ward
Hollick-Kenyon,2340,Marital status,Not married and not living common law - Widowed,2021,155,Dene Ward
Hollick-Kenyon,2340,Family size,2 persons,2021,675,Dene Ward
Hollick-Kenyon,2340,Family size,3 persons,2021,405,Dene Ward
Hollick-Kenyon,2340,Family size,4 persons,2021,430,Dene Ward
Hollick-Kenyon,2340,Family size,5 or more persons,2021,245,Dene Ward
Hollick-Kenyon,2340,Family size,Average size of census families,2021,3,Dene Ward
Hollick-Kenyon,2340,Family size,Average number of children in census families with children,2021,2,Dene Ward
Hollick-Kenyon,2340,Census families in private households,Total couple families,2021,1465,Dene Ward
Hollick-Kenyon,2340,Census families in private households,Married couples,2021,1290,Dene Ward
Hollick-Kenyon,2340,Census families in private households,Married couples with children,2021,870,Dene Ward
Hollick-Kenyon,2340,Census families in private households,Married couples without children,2021,415,Dene Ward
Hollick-Kenyon,2340,Census families in private households,Common-law couples,2021,175,Dene Ward
Hollick-Kenyon,2340,Census families in private households,Common-law couples with children,2021,75,Dene Ward
Hollick-Kenyon,2340,Census families in private households,Common-law couples without children,2021,100,Dene Ward
Hollick-Kenyon,2340,Census families in private households,Total one-parent families,2021,290,Dene Ward
Hollick-Kenyon,2340,Census families in private households,One-parent families in which the parent is a woman+,2021,235,Dene Ward
Hollick-Kenyon,2340,Census families in private households,One-parent families in which the parent is a man+,2021,50,Dene Ward
Hollick-Kenyon,2340,Persons in private households,Married spouses or common-law partners,2021,2935,Dene Ward
Hollick-Kenyon,2340,Persons in private households,Parents in one-parent families,2021,285,Dene Ward
Hollick-Kenyon,2340,Persons in private households,Children,2021,2405,Dene Ward
Hollick-Kenyon,2340,Persons in private households,Children in a two-parent family,2021,1915,Dene Ward
Hollick-Kenyon,2340,Persons in private households,Children in a one-parent family,2021,490,Dene Ward
Hollick-Kenyon,2340,Persons in private households,Persons not in census families,2021,825,Dene Ward
Hollick-Kenyon,2340,Persons in private households,Persons not in census families - Living alone,2021,385,Dene Ward
Kenilworth,6350,Household type,One-person households,2021,330,Métis Ward
Hollick-Kenyon,2340,Persons in private households,Persons not in census families - Living with other relatives,2021,205,Dene Ward
Hollick-Kenyon,2340,Persons in private households,Persons not in census families - Living with non-relatives only,2021,230,Dene Ward
Hollick-Kenyon,2340,Household type,One-census-family households without additional persons,2021,1445,Dene Ward
Hollick-Kenyon,2340,Household type,Couple-family households,2021,1240,Dene Ward
Hollick-Kenyon,2340,Household type,Couple-family households with children,2021,810,Dene Ward
Hollick-Kenyon,2340,Household type,Couple-family households without children,2021,430,Dene Ward
Hollick-Kenyon,2340,Household type,One-parent-family households,2021,205,Dene Ward
Hollick-Kenyon,2340,Household type,Multigenerational households,2021,120,Dene Ward
Hollick-Kenyon,2340,Household type,Multiple-census-family households,2021,10,Dene Ward
